0,id,latitude,longitude,timestamp
88,403173,-23.551577777777773,-46.92792222222222,2017-10-07 07:59:58
89,403173,-23.551577777777773,-46.92792222222222,2017-10-07 07:59:58
90,1046203,-23.551577777777773,-46.92792222222222,2017-10-07 07:59:58
91,8695,-23.551577777777773,-46.92792222222222,2017-10-07 07:59:58
92,428089,-23.551577777777773,-46.92792222222222,2017-10-07 07:59:58
93,764589,-23.551577777777773,-46.92792222222222,2017-10-07 07:59:58
94,403173,-23.551577777777773,-46.92792222222222,2017-10-07 07:59:58
95,859394,-23.551577777777773,-46.92792222222222,2017-10-07 07:59:58
96,1017205,-23.551577777777773,-46.92792222222222,2017-10-07 07:59:58
97,287558,-23.551588888888887,-46.92792222222222,2017-10-07 08:05:06
98,5062,-23.551588888888887,-46.92792222222222,2017-10-07 08:05:06
99,787636,-23.551588888888887,-46.92792222222222,2017-10-07 08:05:06
100,1049640,-23.551588888888887,-46.92792222222222,2017-10-07 08:05:06
101,421564,-23.551588888888887,-46.92792222222222,2017-10-07 08:05:06
102,277401,-23.551588888888887,-46.92792222222222,2017-10-07 08:05:06
103,448241,-23.551588888888887,-46.92792222222222,2017-10-07 08:05:06
104,408413,-23.551588888888887,-46.92792222222222,2017-10-07 08:05:06
105,354890,-23.551588888888887,-46.92792222222222,2017-10-07 08:05:06
106,25620,-23.551588888888887,-46.92792222222222,2017-10-07 08:05:06
107,1055574,-23.551588888888887,-46.92792222222222,2017-10-07 08:05:06
108,385271,-23.551588888888887,-46.92792222222222,2017-10-07 08:05:06
109,1043528,-23.551588888888887,-46.92792222222222,2017-10-07 08:05:06
110,1040671,-23.551588888888887,-46.92792222222222,2017-10-07 08:05:06
111,224050,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
112,1031106,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
113,232115,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
114,604709,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
115,531943,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
116,146885,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
117,1071867,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
118,742297,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
119,742475,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
120,779948,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
121,524812,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
122,259137,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
123,933852,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
124,204905,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
125,65535,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
126,412687,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
127,8695,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
128,991198,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
129,524812,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
130,136899,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
131,1061476,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
132,385271,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
133,701381,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
134,1071205,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
135,259225,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
136,742297,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
137,90693,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
138,1029477,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
139,461691,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
140,672921,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
141,162777,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
142,29075,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
143,8695,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
144,670804,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
145,652154,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
146,196076,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
147,974144,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
148,463742,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
149,820093,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
150,1040695,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
151,312341,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
152,1038365,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
153,245146,-23.551580555555557,-46.92791111111111,2017-10-07 08:21:28
154,504686,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
155,835325,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
156,1059819,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
157,421626,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
158,259137,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
159,742297,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
160,89948,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
161,742525,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
162,1029957,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
163,405144,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
164,1064454,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
165,923420,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
166,800967,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
167,950257,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
168,735776,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
169,404552,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
170,157470,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
171,768974,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
172,950257,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
173,1064100,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
174,1056307,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
175,735776,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
176,4767,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
177,229212,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
178,49967,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
179,631059,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
180,823943,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
181,1038365,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
182,1032698,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
183,252321,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
184,567882,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
185,452955,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
186,918958,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
187,998910,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
188,244949,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
189,788675,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
190,765567,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
191,94738,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
192,191872,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
193,695249,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
194,381425,-23.55158333333333,-46.927938888888896,2017-10-07 08:27:28
195,742525,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
196,1053743,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
197,267789,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
198,388020,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
199,914416,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
200,795304,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
201,452122,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
202,899571,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
203,745938,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
204,750756,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
205,911202,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
206,470800,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
207,860828,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
208,742297,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
209,181076,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
210,757474,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
211,187245,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
212,625271,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
213,704652,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
214,653403,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
215,860828,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
216,477960,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
217,1073838,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
218,719123,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
219,838380,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
220,1075535,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
221,1058054,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
222,272457,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
223,524045,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
224,653403,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
225,636505,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
226,1037966,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
227,196195,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
228,864606,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
229,771807,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
230,695247,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
231,838408,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
232,1074094,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
233,1055708,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
234,951344,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
235,302570,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
236,187245,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
237,60192,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
238,892392,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
239,931931,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
240,998910,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
241,446990,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
242,84232,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
243,742525,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
244,688184,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
245,684563,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
246,635365,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
247,173458,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
248,263384,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
249,549781,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
250,604079,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
251,591681,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
252,1035981,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
253,809857,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
254,508784,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
255,336379,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
256,391090,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
257,346046,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
258,1048658,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
259,394333,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
260,549123,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
261,819991,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
262,420967,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
263,632167,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
264,772366,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
265,50971,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
266,642025,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
267,919482,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
268,827087,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
269,724798,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
270,977874,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
271,945170,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
272,985447,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
273,1036280,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
274,875375,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
275,849217,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
276,771807,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
277,507272,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
278,1031106,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
279,1049737,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
280,640782,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
281,736167,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
282,663549,-23.551580555555557,-46.927944444444435,2017-10-07 08:32:58
283,586071,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
284,1038652,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
285,910187,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
286,1038881,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
287,596589,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
288,640782,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
289,938109,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
290,950170,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
291,171652,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
292,84232,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
293,612746,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
294,750756,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
295,173575,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
296,85421,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
297,429234,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
298,108069,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
299,627418,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
300,709997,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
301,612746,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
302,339899,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
303,1028792,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
304,107195,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
305,2063,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
306,1026639,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
307,938109,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
308,1056881,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
309,402209,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
310,965652,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
311,372156,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
312,1032245,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
313,1060830,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
314,49926,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
315,415317,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
316,256447,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
317,60271,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
318,444318,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
319,976389,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
320,761699,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
321,1045965,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
322,92989,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
323,319746,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
324,747471,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
325,278167,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
326,980897,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
327,450152,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
328,258251,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
329,902369,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
330,931931,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
331,689247,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
332,450152,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
333,1000412,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
334,422263,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
335,980897,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
336,1058789,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
337,3049,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
338,652892,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
339,612249,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
340,732999,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
341,1029382,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
342,368698,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
343,842697,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
344,416064,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
345,994419,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
346,511122,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
347,1039683,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
348,719123,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
349,689247,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
350,814821,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
351,513972,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
352,197520,-23.551580555555557,-46.927927777777775,2017-10-07 08:54:27
353,452181,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
354,895025,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
355,1059653,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
356,223480,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
357,265527,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
358,515806,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
359,456124,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
360,1048908,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
361,708690,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
362,835325,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
363,860648,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
364,1062455,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
365,351232,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
366,187245,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
367,92965,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
368,910187,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
369,89837,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
370,662082,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
371,1064587,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
372,590733,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
373,679491,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
374,561400,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
375,586832,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
376,633443,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
377,431957,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
378,558767,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
379,779948,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
380,629704,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
381,188728,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
382,740112,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
383,698973,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
384,633370,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
385,89837,-23.551577777777773,-46.927927777777775,2017-10-07 08:59:57
